productNo,category,brand,name,pricePerQuantity,mrp,price,description,img,available,createdAt
824,Beverages, Juices,Raw Pressery Pomegranate Juice , 250 ml,150.00,113.00,Raw Pressery Pomegranate Juice ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
825,Beverages, Juices,Raw Pressery Coconut Water, 200 ml,60.00,45.00,Raw Pressery Coconut Water,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
826,Beverages, Juices,Raw Pressery Orange Juice, 250 ml,100.00,83.00,Raw Pressery Orange Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
827,Beverages, Juices,Raw Pressery Sugarcane + Lemon Juice, 250 ml,80.00,60.00,Raw Pressery Sugarcane + Lemon Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
828,Beverages, Juices,"Raw Pressery Natural Guava Juice 
", 250 ml,80.00,60.00,"Raw Pressery Natural Guava Juice 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
829,Beverages, Juices,Baidyanath Karela Jamun Juice,1 Litres,325.00,215.00,Baidyanath Karela Jamun Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
830,Beverages, Juices,Dabur Giloy Neem Juice With Tulsi - Immunity Booster,1 Litres,250.00,215.00,Dabur Giloy Neem Juice With Tulsi - Immunity Booster,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
831,Beverages, Juices,Dabur Amla Juice - Immunity Booster ,1 Litres,220.00,190.00,Dabur Amla Juice - Immunity Booster ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
832,Beverages,Energy Drink,"Red Bull Energy Drink 
",4x250 ml,435.00,388.00,"Red Bull Energy Drink 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
833,Beverages,Energy Drink,Glucon-D Instant Energy Orange , 450 gms,160.00,141.00,Glucon-D Instant Energy Orange ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
834,Beverages,Energy Drink,Glucon-D Instant Energy Nimbu Pani, 1 kg,310.00,280.00,Glucon-D Instant Energy Nimbu Pani,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
835,Beverages,Energy Drink,"Glucon-D Instant Energy Plain
", 450 gms,105.00,98.00,"Glucon-D Instant Energy Plain
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
836,Beverages,Energy Drink,Monster Energy Drink Tin, 350 ml,110.00,85.00,Monster Energy Drink Tin,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
837,Beverages,Squash & Syrups,Hamdard Rooh Afza Sharbat, 750 ml,150.00,141.00,Hamdard Rooh Afza Sharbat,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
838,Beverages,Squash & Syrups,Kokan Gem Kokam Syrup, 1 kg,170.00,85.00,Kokan Gem Kokam Syrup,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
839,Beverages,Squash & Syrups,Guruji Kesariya Thandai , 750 ml,325.00,265.00,Guruji Kesariya Thandai ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
840,Beverages,Squash & Syrups,Mala's Rose Syrup, 1 kg,188.00,113.00,Mala's Rose Syrup,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
841,Beverages,Concentrates,Tang Orange Instant Drink Mix Powder, 750 ml,210.00,171.00,Tang Orange Instant Drink Mix Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
842,Beverages,Concentrates,Tang Mango Instant Drink Mix Powder, 750 ml,210.00,171.00,Tang Mango Instant Drink Mix Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
843,Beverages,Concentrates,Tang Lemon Instant Drink Mix PowderPowder, 500 ml,135.00,119.00,Tang Lemon Instant Drink Mix PowderPowder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
844,Beverages,Concentrates,Jalani Jaljira,"100 gms
",37.00,27.00,Jalani Jaljira,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
845,Beverages,Soda & Water,Duke's Club Soda, 750 ml,18.00,15.00,Duke's Club Soda,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
846,Beverages,Soda & Water,Bisleri Packaged Drinking Water,250 ml x 48 Units,288.00,267.00,Bisleri Packaged Drinking Water,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
847,Beverages,Soda & Water,Bisleri Packaged Drinking Water,5 Litres,70.00,50.00,Bisleri Packaged Drinking Water,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
848,Beverages,Soda & Water,Bisleri Water,1 Litre,20.00,15.00,Bisleri Water,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
849,Beverages,Soda & Water,Bailley Packaged Drinking Water,1 Litre,20.00,12.00,Bailley Packaged Drinking Water,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
850,Categories in Dairy,Butter,Amul  Butter,500 gms,225.00,223.00,Amul  Butter,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
851,Categories in Dairy,Butter,Amul  Butter,200 gms,98.00,93.00,Amul  Butter,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
852,Categories in Dairy,Butter,Nutralite Fat Spread Tub,500 gms,195.00,165.00,Nutralite Fat Spread Tub,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
853,Categories in Dairy,Butter,Delicious Fat Spread,500 gms,73.00,62.00,Delicious Fat Spread,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
854,Categories in Dairy,Butter,Amul Garlic & Herbs Buttery Spread,100 gms,49.00,46.00,Amul Garlic & Herbs Buttery Spread,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
855,Categories in Dairy,Butter,Nutralite Fat Spread UKE,500 gms,198.00,176.00,Nutralite Fat Spread UKE,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
856,Categories in Dairy,Butter,Amul Unsalted Butter ,500 gms,235.00,230.00,Amul Unsalted Butter ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
857,Categories in Dairy,Butter,Amul Lite Milk Fat Bread Spread,500 gms,198.00,185.00,Amul Lite Milk Fat Bread Spread,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
858,Categories in Dairy,Butter,President Premium Butter Salted ,500 gms,260.00,215.00,President Premium Butter Salted ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
859,Categories in Dairy,Butter,"Amul Butter School Pack
",100 gms,57.00,54.00,"Amul Butter School Pack
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
860,Categories in Dairy,Butter,Amul Butter Unsalted,100 gms,49.00,46.00,Amul Butter Unsalted,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
861,Categories in Dairy,Butter,President Premium Butter Unsalted,500 gms,260.00,223.00,President Premium Butter Unsalted,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
862,Categories in Dairy,Butter,"President Premium Butter Salted
",100 gms,54.00,50.00,"President Premium Butter Salted
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
863,Categories in Dairy,Butter,Parsi Dairy Farm Unsalted White Cow Butter,200 gms,210.00,195.00,Parsi Dairy Farm Unsalted White Cow Butter,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
864,Categories in Dairy,Milk,Amul Taaza Toned Milk ,1 Litre,64.00,62.00,Amul Taaza Toned Milk ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
865,Categories in Dairy,Milk,Amul Gold Homogenised Standardised Milk,1 Litre,62.00,66.00,Amul Gold Homogenised Standardised Milk,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
866,Categories in Dairy,Milk,Go Milk Double Toned Milk : ,1 Litre,66.00,58.00,Go Milk Double Toned Milk : ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
867,Categories in Dairy,Milk,Nestlé A+ Nourish Toned Milk,1 Litre,87.00,78.00,Nestlé A+ Nourish Toned Milk,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
868,Categories in Dairy,Milk,Amul Slim-n-Trim Skimmed Milk ,1 Litre,75.00,71.00,Amul Slim-n-Trim Skimmed Milk ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
869,Categories in Dairy,Milk,Nandini Good Life Toned Milk,1 Litre,62.00,58.00,Nandini Good Life Toned Milk,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
870,Categories in Dairy,Milk,Amul Kool Kesar Milk,180 ml,20.00,19.00,Amul Kool Kesar Milk,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
871,Categories in Dairy,Milk,Sofit Soya Milk Sugar Free,1 Litre,120.00,118.00,Sofit Soya Milk Sugar Free,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
872,Categories in Dairy,Milk,Sofit Soya Milk Chocolate,1 Litre,130.00,118.00,Sofit Soya Milk Chocolate,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
873,Categories in Dairy,Milk,"Amul Kool Badam Milk
", 180 ml,20.00,17.00,"Amul Kool Badam Milk
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
874,Categories in Dairy,Milk,Amul Kool Cafe Milk,200 ml,25.00,23.00,Amul Kool Cafe Milk,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
875,Categories in Dairy,Milk,Amul Kool Elaichi Milk, 180 ml,20.00,19.00,Amul Kool Elaichi Milk,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
876,Categories in Dairy,Milk,"Cavin's Chocolate Milkshake
",1 Litre,175.00,147.00,"Cavin's Chocolate Milkshake
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
877,Categories in Dairy,Milk,Amul Kool Rose Milk , 180 ml,20.00,19.00,Amul Kool Rose Milk ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
878,Categories in Dairy,Milk,Mother Dairy Toned Milk,1 Litre,75.00,63.00,Mother Dairy Toned Milk,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
879,Categories in Dairy,Milk,"Sofit Soya Milk Kesar Pista 
",1 Litre,138.00,116.00,"Sofit Soya Milk Kesar Pista 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
880,Categories in Dairy,Milk,Cavin's Vanilla Milkshake,1 Litre,175.00,148.00,Cavin's Vanilla Milkshake,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
881,Categories in Dairy,Milk,Amul Lactose Free Milk,200 ml,26.00,24.00,Amul Lactose Free Milk,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
882,Categories in Dairy,Milk,Sofit Soya Milk Vanilla ,1 Litre,130.00,118.00,Sofit Soya Milk Vanilla ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
883,Categories in Dairy,Milk,Chitale Flavoured Milk Butterscotch ,200 ml,35.00,23.00,Chitale Flavoured Milk Butterscotch ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
884,Categories in Dairy,Milk,Chitale Flavoured Milk Rose,200 ml,25.00,23.00,Chitale Flavoured Milk Rose,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
885,Categories in Dairy,Milk,Cavin's Chocolate Milkshake, 180 ml,30.00,26.00,Cavin's Chocolate Milkshake,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
886,Categories in Dairy,Milk,"Cavin's Banana Milkshake
",200 ml,30.00,15.00,"Cavin's Banana Milkshake
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
887,Categories in Dairy,Milk,Amul Haldi Doodh - Ready To Drink, 125 ml,25.00,30.00,Amul Haldi Doodh - Ready To Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
888,Categories in Dairy,Milk,Amul Ginger Doodh - Ready To Drink ,125 ml,25.00,23.00,Amul Ginger Doodh - Ready To Drink ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
889,Categories in Dairy,Cheese,"Amul Processed Cheese
",1 kg,453.00,430.00,"Amul Processed Cheese
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
890,Categories in Dairy,Cheese,Britannia Cheese Slices,480 gms,400.00,335.00,Britannia Cheese Slices,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
891,Categories in Dairy,Cheese,Gowardhan Cheese Slice - 28 Slices ,476 gms,350.00,248.00,Gowardhan Cheese Slice - 28 Slices ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
892,Categories in Dairy,Cheese,"Amul Processed Cheese Cubes 
",1 kg,505.00,479.00,"Amul Processed Cheese Cubes 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
893,Categories in Dairy,Cheese,Amul Processed Cheese Block,500 gms,245.00,240.00,Amul Processed Cheese Block,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
894,Categories in Dairy,Cheese,"Amul Cheese Slices
",200 gms,122.00,115.00,"Amul Cheese Slices
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
895,Categories in Dairy,Cheese,Britannia Cheese Cubes : 200 gms, 200 gms,158.00,134.00,Britannia Cheese Cubes : 200 gms,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
896,Categories in Dairy,Cheese,Britannia Cheese Block,"  400 gms
",290.00,268.00,Britannia Cheese Block,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
897,Categories in Dairy,Cheese,"Gowardhan Go Pizza Cheese
",  200 gms,158.00,125.00,"Gowardhan Go Pizza Cheese
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
898,Categories in Dairy,Cheese,"Britannia Cheeza Pizza Cheese 
", 400 gms,285.00,246.00,"Britannia Cheeza Pizza Cheese 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
899,Categories in Dairy,Cheese,"Gowardhan Processed Cheese 
",1 kg,470.00,415.00,"Gowardhan Processed Cheese 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
900,Categories in Dairy,Cheese,Amul Easy To Grate Processed Cheese, 1 kg,453.00,430.00,Amul Easy To Grate Processed Cheese,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
901,Categories in Dairy,Cheese,"Amul Cheese Spread Plain
",  200 gms,85.00,82.00,"Amul Cheese Spread Plain
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
902,Categories in Dairy,Cheese,"Britannia Cheese Cubes - Classic
",  600 gms,410.00,380.00,"Britannia Cheese Cubes - Classic
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
903,Categories in Dairy,Cheese,Gowardhan Processed Cheese Slices ,750 gms,390.00,340.00,Gowardhan Processed Cheese Slices ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
904,Categories in Dairy,Cheese,"Gowardhan Go Cheese Slices - Plain 

",200 gms,148.00,120.00,"Gowardhan Go Cheese Slices - Plain 

",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
905,Categories in Dairy,Cheese,D'lecta Cheese Cubes, 200 gms,148.00,120.00,D'lecta Cheese Cubes,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
906,Categories in Dairy,Cheese,Amul Mozzarella & Cheddar Pizza Cheese," 200 gms
",105.00,98.00,Amul Mozzarella & Cheddar Pizza Cheese,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
907,Categories in Dairy,Cheese,"D'lecta Natural Feta Salad Cheese 
", 100 gms,100.00,89.00,"D'lecta Natural Feta Salad Cheese 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
908,Categories in Dairy,Cheese,"Mother Dairy Cheese Slices
",200 gms,130.00,117.00,"Mother Dairy Cheese Slices
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
909,Categories in Dairy,Cheese,Amul Mozzarella Pizza Cheese (Frozen),200 gms,100.00,93.00,Amul Mozzarella Pizza Cheese (Frozen),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
910,Categories in Dairy,Cheese,"D'lecta Processed Cheese Block 
",  200 gms,145.00,109.00,"D'lecta Processed Cheese Block 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
911,Categories in Dairy,Cheese,"D'lecta Cheese Slices
",  180 gms ,149.00,109.00,"D'lecta Cheese Slices
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
912,Categories in Dairy,Cheese,D'lecta Cheese Spread,  180 gms ,115.00,79.00,D'lecta Cheese Spread,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
913,Categories in Dairy,Cheese,"D'lecta Cream Cheese

",150 gms,169.00,149.00,"D'lecta Cream Cheese

",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
914,Categories in Dairy,Cheese,Mother Dairy Cheese Cubes,180 gms,110.00,100.00,Mother Dairy Cheese Cubes,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
915,Categories in Dairy,Paneer,Gowardhan Paneer Classic Block," 200 gms
",85.00,77.00,Gowardhan Paneer Classic Block,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
916,Categories in Dairy,Paneer,"Amul Malai Paneer (Frozen)
",200 gms,75.00,70.00,"Amul Malai Paneer (Frozen)
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
917,Categories in Dairy,Dairy Products,"Gowardhan Paneer Classic Block
",200 gms,86.00,77.00,"Gowardhan Paneer Classic Block
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
918,Categories in Dairy,Dairy Products,"Nestlé Everyday Dairy Whitener
",1 kg,490.00,460.00,"Nestlé Everyday Dairy Whitener
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
919,Categories in Dairy,Dairy Products,"Amulya Dairy Whitener Milk Powder
",500 gms,197.00,189.00,"Amulya Dairy Whitener Milk Powder
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
920,Categories in Dairy,Dairy Products,"Hershey's Chocolate Milk Shake
",,35.00,30.00,"Hershey's Chocolate Milk Shake
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
921,Categories in Dairy,Dairy Products,"Amul Fresh Paneer 
",200 gms,73.00,68.00,"Amul Fresh Paneer 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
922,Categories in Dairy,Dairy Products,"Amul Mithai Mate Sweetened Condensed Milk
",400 gms,106.00,100.00,"Amul Mithai Mate Sweetened Condensed Milk
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
923,Categories in Dairy,Dairy Products,"Amul Masti Spiced Buttermilk 
", 180 ml,12.00,11.00,"Amul Masti Spiced Buttermilk 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
924,Categories in Dairy,Dairy Products,"Yakult Probiotic Health Drink
",  5x65 ml,70.00,70.00,"Yakult Probiotic Health Drink
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
925,Categories in Dairy,Dairy Products,"Amul Fresh Cream
",250 gms,63.00,60.00,"Amul Fresh Cream
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
926,Categories in Dairy,Dairy Products,"Hershey's Milkshake Strawberry Flavour
",200 ml,35.00,29.00,"Hershey's Milkshake Strawberry Flavour
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
927,Categories in Dairy,Dairy Products,"Nestlé Milkmaid
",400 gms,125.00,116.00,"Nestlé Milkmaid
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
928,Categories in Dairy,Dairy Products,"Hershey's Milkshake Cookies N Cream Flavour
",200 ml,35.00,30.00,"Hershey's Milkshake Cookies N Cream Flavour
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
929,Categories in Dairy,Dairy Products,"Amul Malai Paneer (Frozen)
",200 gms,75.00,70.00,"Amul Malai Paneer (Frozen)
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
930,Categories in Dairy,Dairy Products,"Amul Rose Lassi 
",200 ml,20.00,19.00,"Amul Rose Lassi 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
931,Categories in Dairy,Dairy Products,"Amul Rasmalai 
",500 ml,200.00,180.00,"Amul Rasmalai 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
932,Categories in Dairy,Dairy Products,"Amul Lassi 
",1 Litre,70.00,66.00,"Amul Lassi 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
933,Categories in Dairy,Dairy Products,Cavin's Strawberry Milkshake ,1 Litre,175.00,150.00,Cavin's Strawberry Milkshake ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
934,Categories in Dairy,Dairy Products,"Cavin's Kaju Butterscotch Milkshake 
",1 Litre,175.00,126.00,"Cavin's Kaju Butterscotch Milkshake 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
935,Categories in Dairy,Dairy Products,"D'lecta Dairy Cream
",200 ml,54.00,49.00,"D'lecta Dairy Cream
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
936,Categories in Dairy,Dairy Products,"Amul Mango Lassi
",200 ml,20.00,19.00,"Amul Mango Lassi
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
937,Categories in Dairy,Dairy Products,"Chitale Keshar Flavoured Milk
",200 ml,25.00,23.00,"Chitale Keshar Flavoured Milk
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
938,Categories in Dairy,Dairy Products,"Cavin's Rose Lassi
",200 ml,20.00,18.00,"Cavin's Rose Lassi
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
939,Categories in Dairy,Dairy Products,"Cavin's Mango Lassi 
",200 ml,25.00,18.00,"Cavin's Mango Lassi 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
940,Categories in Dairy,Dairy Products,"Go Buttermilk
",1 Litre,50.00,45.00,"Go Buttermilk
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
941,Packaged Food  ,Biscuits & Cookies,"Britannia Good Day Cashew Cookies 
",600 gms,128.00,98.00,"Britannia Good Day Cashew Cookies 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
942,Packaged Food  ,Biscuits & Cookies,"Britannia Good Day Cashew Cookies 
",200 gms,35.00,32.00,"Britannia Good Day Cashew Cookies 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
943,Packaged Food  ,Biscuits & Cookies,"Parle Hide & Seek Chocolate Chip Biscuits
",100 gms,30.00,28.00,"Parle Hide & Seek Chocolate Chip Biscuits
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
944,Packaged Food  ,Biscuits & Cookies,"Parle Hide & Seek Chocolate Chip Biscuits
",350 gms,100.00,94.00,"Parle Hide & Seek Chocolate Chip Biscuits
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
945,Packaged Food  ,Biscuits & Cookies,"Karachi's Fruit Biscuits
", 400 gms,150.00,117.00,"Karachi's Fruit Biscuits
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
946,Packaged Food  ,Biscuits & Cookies,"Unibic Choco Chip Cookies
",100 gms,35.00,17.00,"Unibic Choco Chip Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
947,Packaged Food  ,Biscuits & Cookies,"Unibic Choco Chip Cookies
",500 gms,165.00,82.00,"Unibic Choco Chip Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
948,Packaged Food  ,Biscuits & Cookies,"Britannia Nice Time Coconut Biscuits
",150 gms,25.00,23.00,"Britannia Nice Time Coconut Biscuits
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
949,Packaged Food  ,Biscuits & Cookies,"Unibic Cashew Badam Cookies 
",500 gms,120.00,60.00,"Unibic Cashew Badam Cookies 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
950,Packaged Food  ,Biscuits & Cookies, Sunfeast Dark Fantasy Yumfills Cake,253 gms,140.00,80.00, Sunfeast Dark Fantasy Yumfills Cake,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
951,Packaged Food  ,Biscuits & Cookies,"Unibic Choco Kiss Cookies
",75 ml,40.00,20.00,"Unibic Choco Kiss Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
952,Packaged Food  ,Biscuits & Cookies,Britannia Little Hearts Classic , 75 gms,20.00,18.00,Britannia Little Hearts Classic ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
953,Packaged Food  ,Biscuits & Cookies,"Unibic Fruit & Nut Cookies
",  500 gms,128.00,77.00,"Unibic Fruit & Nut Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
954,Packaged Food  ,Biscuits & Cookies,"Unibic Fruit & Nut Cookies
",1500 gms,50.00,40.00,"Unibic Fruit & Nut Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
955,Packaged Food  ,Biscuits & Cookies,"Sunfeast Mom's Magic Cashew & Almond
",200 gms,40.00,32.00,"Sunfeast Mom's Magic Cashew & Almond
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
956,Packaged Food  ,Biscuits & Cookies,"Sunfeast Mom's Magic Cashew & Almond
",600 gms,105.00,75.00,"Sunfeast Mom's Magic Cashew & Almond
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
957,Packaged Food  ,Biscuits & Cookies,"Sunfeast Nice Sugar Sprinkled Biscuits
",150 gms,25.00,19.00,"Sunfeast Nice Sugar Sprinkled Biscuits
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
958,Packaged Food  ,Biscuits & Cookies,"Lotte Choco Pie
",168 gms,70.00,58.00,"Lotte Choco Pie
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
959,Packaged Food  ,Biscuits & Cookies,Patanjali Doodh Biscuits,300 gms,35.00,35.00,Patanjali Doodh Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
960,Packaged Food  ,Biscuits & Cookies,"Kwality Pista Badam Cookies
",500 gms,270.00,251.00,"Kwality Pista Badam Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
961,Packaged Food  ,Biscuits & Cookies,"Unibic Choco Nut Cookies :
",350 gms,40.00,35.00,"Unibic Choco Nut Cookies :
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
962,Packaged Food  ,Biscuits & Cookies,Unibic Kesar Cashew Badam Cookies ,200 gms,50.00,25.00,Unibic Kesar Cashew Badam Cookies ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
963,Packaged Food  ,Biscuits & Cookies,"Cadbury Bourn Vita Choco Cookies
",250 gms,60.00,55.00,"Cadbury Bourn Vita Choco Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
964,Packaged Food  ,Biscuits & Cookies,Kwality Royal Nankhatai, 250 gms,80.00,66.00,Kwality Royal Nankhatai,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
965,Packaged Food  ,Biscuits & Cookies,"Unibic Cashew Cookies 
",150 gms,40.00,30.00,"Unibic Cashew Cookies 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
966,Packaged Food  ,Biscuits & Cookies,"Patanjali Nariyal Biscuit
",  92.85 gms,10.00,10.00,"Patanjali Nariyal Biscuit
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
